OBJECTID,STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,SDADMLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR,Shape__Area,Shape__Length
3474,40, , ,16620, ,4016620,Kinta Public Schools,00,PK,12,G5420, ,E,332625679,2433694,+35.1231179,-095.2176315,2022,2021-2022,0.0331307483138517,0.928723699079956
3475,40, , ,06870, ,4006870,Catoosa Public Schools,00,PK,12,G5420, ,E,208767827,2054787,+36.1804949,-095.7027529,2022,2021-2022,0.0211203642029432,1.41131581578289
3476,40, , ,06060, ,4006060,Byng Public Schools,00,PK,12,G5420, ,E,300168483,3818597,+34.8284107,-096.6112392,2022,2021-2022,0.0299546757212283,1.07534175398117
3477,40, , ,30960, ,4030960,Vanoss Public Schools,00,PK,12,G5420, ,E,375302374,1585772,+34.8216465,-096.8488304,2022,2021-2022,0.0371334881576786,1.10707881046079
3478,40, , ,02430, ,4002430,Ada Public Schools,00,PK,12,G5420, ,E,35424340,201833,+34.7697359,-096.6702448,2022,2021-2022,0.00350806536084747,0.475950281024679
3479,40, , ,17190, ,4017190,Latta Public Schools,00,PK,12,G5420, ,E,129826981,1297460,+34.7310106,-096.7190855,2022,2021-2022,0.0129067333780313,1.1114204963729
3480,40, , ,12420, ,4012420,Garber Public Schools,00,PK,12,G5420, ,E,448226436,1594957,+36.4264142,-097.6132887,2022,2021-2022,0.0452056842270849,1.3785242765252
3481,40, , ,31950, ,4031950,Waukomis Public Schools,00,PK,12,G5420, ,E,212636795,66657,+36.2658524,-097.9032564,2022,2021-2022,0.0213306315372392,0.805077640211102
3482,40, , ,23040, ,4023040,Oologah-Talala Public Schools,00,KG,12,G5420, ,E,417293213,40969367,+36.4886761,-095.7125873,2022,2021-2022,0.0460847058325271,1.31658608267747
3483,40, , ,23280, ,4023280,Owasso Public Schools,00,PK,12,G5420, ,E,187381329,737112,+36.2809000,-095.8251055,2022,2021-2022,0.0188700502892516,0.884225358605873
3484,40, , ,27390, ,4027390,Sequoyah Public Schools,00,PK,12,G5420, ,E,164221489,2467331,+36.3583266,-095.5320027,2022,2021-2022,0.016737521151299,0.791563143108726
3485,40, , ,18390, ,4018390,Lookeba-Sickles Public Schools,00,PK,12,G5420, ,E,273344979,1599035,+35.3559081,-098.4121454,2022,2021-2022,0.0272660692246518,0.98971278000306
3486,40, , ,10920, ,4010920,Enid Public Schools,00,PK,12,G5420, ,E,123971947,101534,+36.3916526,-097.9177178,2022,2021-2022,0.0124630476364018,0.725747292037205
3487,40, , ,24510, ,4024510,Pioneer-Pleasant Vale Schools,00,KG,12,G5420, ,E,326497352,131867,+36.2959904,-097.7798332,2022,2021-2022,0.0327728125942031,1.02600822824568
3488,40, , ,27630, ,4027630,Shidler Public Schools,00,KG,12,G5420, ,E,1025145227,35786380,+36.8290647,-096.6110481,2022,2021-2022,0.10718353097036,1.82553555522688
3489,40, , ,30120, ,4030120,Tonkawa Public Schools,00,PK,12,G5420, ,E,327054969,3395743,+36.6590296,-097.3133386,2022,2021-2022,0.0333055539697398,0.952912318929333
3490,40, , ,15240, ,4015240,Hulbert Public Schools,00,PK,12,G5420, ,E,214331850,22347659,+35.9329814,-095.1693172,2022,2021-2022,0.0236383115627632,0.955263846722112
3491,40, , ,15120, ,4015120,Howe Public Schools,00,PK,12,G5420, ,E,79520222,1523581,+34.9476136,-094.6314839,2022,2021-2022,0.00799738525552129,0.504673186383412
3492,40, , ,28200, ,4028200,Spiro Public Schools,00,PK,12,G5420, ,E,323071675,13199202,+35.2667849,-094.6271351,2022,2021-2022,0.0333136770734654,1.20183286467433
3493,40, , ,32970, ,4032970,Wister Public Schools,00,PK,12,G5420, ,E,115384779,12848031,+34.9730167,-094.7298543,2022,2021-2022,0.0126574598050411,0.770614475733022
3494,40, , ,28800, ,4028800,Stonewall Public Schools,00,PK,12,G5420, ,E,518916982,3023729,+34.5994674,-096.5961423,2022,2021-2022,0.0512927158224556,1.45624197433357
3495,40, , ,09910, ,4009910,Dickson Public Schools,00,PK,12,G5420, ,E,324778318,6517213,+34.1959500,-097.0178461,2022,2021-2022,0.0324027273995853,1.06696021677808
3496,40, , ,24240, ,4024240,Plainview Public Schools,00,PK,12,G5420, ,E,182094556,10227693,+34.1461747,-097.1714465,2022,2021-2022,0.0187998237377087,0.890772141530158
3497,40, , ,04110, ,4004110,Bethany Public Schools,00,PK,12,G5420, ,E,1847892,0,+35.5146583,-097.6301956,2022,2021-2022,0.0001836033948166,0.0565084852316294
3498,40, , ,22770, ,4022770,Oklahoma City Public Schools,00,PK,12,G5420, ,E,340572180,6828541,+35.5022286,-097.4901827,2022,2021-2022,0.0345120560680243,1.74120236799402
3499,40, , ,25290, ,4025290,Putnam City Public Schools,00,PK,12,G5420, ,E,105346736,5587857,+35.5277195,-097.6284952,2022,2021-2022,0.0110238200013555,0.695634410138136
3500,40, , ,18090, ,4018090,Lone Grove Public Schools,00,PK,12,G5420, ,E,328547515,2179362,+34.1948600,-097.3003416,2022,2021-2022,0.0323476504909195,1.15120599996978
3501,40, , ,30300, ,4030300,Turner Public Schools,00,PK,12,G5420, ,E,605102318,8770206,+33.9579824,-097.3486333,2022,2021-2022,0.0598739638476218,1.34373290544992
3502,40, , ,25320, ,4025320,Quapaw Public Schools,00,PK,12,G5420, ,E,197763675,1192925,+36.9493259,-094.7320506,2022,2021-2022,0.0201288594009839,0.702038142851777
3503,40, , ,33240, ,4033240,Wyandotte Public Schools,00,KG,12,G5420, ,E,274965758,14387473,+36.8149240,-094.7102877,2022,2021-2022,0.0292189218966996,0.95349529716143
3504,40, , ,12870, ,4012870,Goodwell Public Schools,00,PK,12,G5420, ,E,481408386,1974510,+36.6733283,-101.6524673,2022,2021-2022,0.0487312394791388,1.29492267082128
3505,40, , ,30330, ,4030330,Turpin Public Schools,00,KG,12,G5420, ,E,923251444,827513,+36.8557790,-100.8779850,2022,2021-2022,0.0933644407982683,1.75367932781964
3506,40, , ,13590, ,4013590,Guymon Public Schools,00,PK,12,G5420, ,E,930559403,3715754,+36.6994881,-101.4895237,2022,2021-2022,0.0942127543319202,2.29474902991931
3507,40, , ,29820, ,4029820,Texhoma Public Schools,00,KG,12,G5420, ,E,651481309,3610582,+36.6113159,-101.8702053,2022,2021-2022,0.0659797547841663,1.2072029593525
3508,40, , ,33390, ,4033390,Yarbrough Public Schools,00,PK,12,G5420, ,E,969137627,4620399,+36.8726495,-101.9544355,2022,2021-2022,0.0984109006531071,1.54008733114566
3509,40, , ,23610, ,4023610,Pawnee Public Schools,00,PK,12,G5420, ,E,749248383,5873308,+36.3411597,-096.7749923,2022,2021-2022,0.075809164988641,1.60679976986288
3510,40, , ,29886, ,4029886,Mountain View-Gotebo Schools,00,KG,12,G5420, ,E,1054922479,5923736,+35.0402108,-098.7893603,2022,2021-2022,0.104800421190703,1.86352960956273
3511,40, , ,22410, ,4022410,Oaks-Mission Public Schools,00,PK,12,G5420, ,E,143594026,61739,+36.1532363,-094.9486855,2022,2021-2022,0.0143861438523345,0.760901109491808
3512,40, , ,15690, ,4015690,Jay Public Schools,00,PK,12,G5420, ,E,635541458,24361737,+36.3934371,-094.8081892,2022,2021-2022,0.0663029805461974,1.71756774121829
3513,40, , ,08250, ,4008250,Colcord Public Schools,00,PK,12,G5420, ,E,217622122,97015,+36.2567241,-094.6570405,2022,2021-2022,0.0218335173917694,0.883128260589965
3514,40, , ,15990, ,4015990,Kansas Public Schools,00,PK,12,G5420, ,E,344346788,1102038,+36.2244280,-094.8443729,2022,2021-2022,0.0346292780732256,1.60082651407251
3515,40, , ,21000, ,4021000,Mustang Public Schools,00,KG,12,G5420, ,E,187201254,2744488,+35.4001977,-097.7373875,2022,2021-2022,0.0188451392680236,0.665121573907188
3516,40, , ,23970, ,4023970,Piedmont Public Schools,00,KG,12,G5420, ,E,235798550,3018389,+35.6578306,-097.7543661,2022,2021-2022,0.0237699882211473,0.863454888891787
3517,40, , ,30630, ,4030630,Union City Public Schools,00,KG,12,G5420, ,E,217511081,1966346,+35.3988087,-097.9279200,2022,2021-2022,0.0217771514735432,1.07934735470392
3518,40, , ,26280, ,4026280,Roff Public Schools,00,PK,12,G5420, ,E,411495878,1348503,+34.6134766,-096.8182383,2022,2021-2022,0.0405747717725262,1.16432412863238
3519,40, , ,29160, ,4029160,Sulphur Public Schools,00,PK,12,G5420, ,E,365517505,9041926,+34.4977874,-096.9759093,2022,2021-2022,0.0367646031074855,1.41945317946515
3520,40, , ,04350, ,4004350,Big Pasture Public Schools,00,PK,12,G5420, ,E,513697965,8818076,+34.2063640,-098.4857313,2022,2021-2022,0.0511121224028557,1.16124042497768
3521,40, , ,29640, ,4029640,Temple Public Schools,00,PK,12,G5420, ,E,444414712,16118974,+34.2243424,-098.2352916,2022,2021-2022,0.0450616711225393,1.1011706589112
3522,40, , ,31980, ,4031980,Waurika Public Schools,00,PK,12,G5420, ,E,658013218,18503456,+34.1945399,-097.9559038,2022,2021-2022,0.0661577113985459,1.95004589166585
3523,40, , ,09780, ,4009780,Dewar Public Schools,00,PK,12,G5420, ,E,86100694,2003317,+35.4711395,-095.8704140,2022,2021-2022,0.00874841851441488,0.656502472844349
3524,40, , ,13950, ,4013950,Haskell Public Schools,00,PK,12,G5420, ,E,367011533,12202526,+35.7920979,-095.6721144,2022,2021-2022,0.0378068649019951,1.39362617070438
3525,40, , ,20310, ,4020310,Morris Public Schools,00,PK,12,G5420, ,E,357567615,1140883,+35.6177512,-095.8145473,2022,2021-2022,0.0356879537414443,1.21001848228502
3526,40, , ,20550, ,4020550,Mounds Public Schools,00,PK,12,G5420, ,E,102669733,1023721,+35.8800141,-096.0987526,2022,2021-2022,0.0103493350393364,0.583528751866883
3527,40, , ,25050, ,4025050,Preston Public Schools,00,PK,12,G5420, ,E,100786931,340410,+35.6912556,-095.9800211,2022,2021-2022,0.0100700858833989,0.586751646166755
3528,40, , ,24720, ,4024720,Pond Creek-Hunter Schools,00,PK,12,G5420, ,E,552281261,2979631,+36.6153927,-097.7416404,2022,2021-2022,0.0559371980341439,2.31512210408678
3529,40, , ,11430, ,4011430,Fargo Public Schools,00,PK,12,G5420, ,E,889923008,95071,+36.3764464,-099.6507203,2022,2021-2022,0.0893624372374688,1.67490607760222
3530,40, , ,08070, ,4008070,Clinton Public Schools,00,PK,12,G5420, ,E,354026659,1103807,+35.4880390,-098.9868888,2022,2021-2022,0.03527328223322,1.09614611072322
3531,40, , ,14670, ,4014670,Midway Public Schools,00,PK,12,G5420, ,E,256948277,25179190,+35.5715673,-095.7036612,2022,2021-2022,0.0280503797671372,1.0208627824675
3532,40, , ,11970, ,4011970,Fort Gibson Public Schools,00,PK,12,G5420, ,E,142139931,5076246,+35.7923008,-095.2089268,2022,2021-2022,0.0146779426941066,1.00824907566497
3533,40, , ,14520, ,4014520,Hilldale Public Schools,00,PK,12,G5420, ,E,70951134,11110,+35.6930203,-095.3787204,2022,2021-2022,0.00706593920858722,0.635242303827971
3534,40, , ,20970, ,4020970,Muskogee Public Schools,00,PK,12,G5420, ,E,332890451,12877420,+35.7343949,-095.3809890,2022,2021-2022,0.034443869626557,1.40999757358508
3535,40, , ,31650, ,4031650,Warner Public Schools,00,PK,12,G5420, ,E,211598508,5954767,+35.5305582,-095.3010741,2022,2021-2022,0.021618090331458,1.01894814856447
3536,40, , ,11250, ,4011250,Fairland Public Schools,00,PK,12,G5420, ,E,175859471,12530182,+36.7488912,-094.8268900,2022,2021-2022,0.0190086631632767,0.812797269890939
3537,40, , ,19860, ,4019860,Miami Public Schools,00,PK,12,G5420, ,E,199980106,2307301,+36.8702256,-094.8745015,2022,2021-2022,0.0204437867596425,0.851920260069586
3538,40, , ,05280, ,4005280,Braggs Public Schools,00,PK,12,G5420, ,E,186222681,14683926,+35.6727710,-095.1837948,2022,2021-2022,0.0200006705331361,1.53096074455194
3539,40, , ,08460, ,4008460,Comanche Public Schools,00,PK,12,G5420, ,E,395739178,13827063,+34.3581652,-097.9212025,2022,2021-2022,0.0401389973226287,1.85149289957807
3540,40, , ,07350, ,4007350,Checotah Public Schools,00,PK,12,G5420, ,E,646446320,85736509,+35.4454715,-095.5293198,2022,2021-2022,0.0726842525587017,1.87620415587083
3541,40, , ,24840, ,4024840,Porum Public Schools,00,PK,12,G5420, ,E,253814667,7990908,+35.3557245,-095.2475200,2022,2021-2022,0.0259631623844143,0.804218383547598
3542,40, , ,23850, ,4023850,Perry Public Schools,00,PK,12,G5420, ,E,507239528,8493288,+36.2839385,-097.2602413,2022,2021-2022,0.0517346005804029,1.77655220858607
3543,40, , ,06510, ,4006510,Canute Public Schools,00,KG,12,G5420, ,E,400290147,3975113,+35.4283205,-099.2644080,2022,2021-2022,0.0401257193209403,1.47951411565694
3544,40, , ,13650, ,4013650,Hammon Public Schools,00,PK,12,G5420, ,E,641632453,3023598,+35.6501466,-099.4201407,2022,2021-2022,0.0641580141468694,1.61690942337801
3545,40, , ,00032, ,4000032,Hydro-Eakly Public Schools,00,PK,12,G5420, ,E,486668017,1344085,+35.4570476,-098.5619735,2022,2021-2022,0.0484528184445026,1.67710062184061
3546,40, , ,10740, ,4010740,Elk City Public Schools,00,PK,12,G5420, ,E,163024273,870911,+35.4177802,-099.3869525,2022,2021-2022,0.0162731080297362,1.10207832582625
3547,40, , ,03120, ,4003120,Arapaho Public Schools,00,PK,12,G5420, ,E,734322268,29623394,+35.6458867,-099.1196382,2022,2021-2022,0.0760224695147826,1.79156045049841
3548,40, , ,17370, ,4017370,Leedey Public Schools,00,PK,12,G5420, ,E,820318962,6120195,+35.8709715,-099.3674512,2022,2021-2022,0.0824719794240991,1.72516410556772
3549,40, , ,14700, ,4014700,Hobart Public Schools,00,PK,12,G5420, ,E,352916698,990788,+35.0199071,-099.0777397,2022,2021-2022,0.0349517260365246,0.907827823838622
3550,40, , ,30270, ,4030270,Tupelo Public Schools,00,PK,12,G5420, ,E,303024260,2733459,+34.6444038,-096.4284474,2022,2021-2022,0.0300624461501684,1.40014627284394
3551,40, , ,02760, ,4002760,Allen Public Schools,00,PK,12,G5420, ,E,406655788,2134862,+34.8436897,-096.3979191,2022,2021-2022,0.0402852395736772,1.17891593399269
3552,40, , ,22560, ,4022560,Oilton Public Schools,00,PK,12,G5420, ,E,99862499,1434548,+36.0823400,-096.5608712,2022,2021-2022,0.0101365633031492,0.499460391004202
3553,40, , ,19950, ,4019950,Midwest City-Del City Schools,00,PK,12,G5420, ,E,181157690,1010449,+35.4138945,-097.3632700,2022,2021-2022,0.018078238161479,0.929866462272804
3554,40, , ,20250, ,4020250,Moore Public Schools,00,PK,12,G5420, ,E,312982939,11157851,+35.3362225,-097.4727864,2022,2021-2022,0.0321355084911374,1.14481678988162
3555,40, , ,17580, ,4017580,Lexington Public Schools,00,PK,12,G5420, ,E,266386296,4181921,+35.0072458,-097.2473684,2022,2021-2022,0.0267193833319652,0.759204907439259
3556,40, , ,16350, ,4016350,Keota Public Schools,00,PK,12,G5420, ,E,278777612,73873103,+35.2837242,-094.9099240,2022,2021-2022,0.0349401673813645,1.06493455717824
3557,40, , ,28650, ,4028650,Stigler Public Schools,00,PK,12,G5420, ,E,508155945,48393486,+35.2974340,-095.1442289,2022,2021-2022,0.0551496799589586,2.11253929538591
3558,40, , ,25800, ,4025800,Reydon Public Schools,00,PK,12,G5420, ,E,640403130,2743606,+35.7043343,-099.9163238,2022,2021-2022,0.0640458442192084,1.61348638233796
3559,40, , ,07500, ,4007500,Cheyenne Public Schools,00,PK,12,G5420, ,E,1150795990,6770614,+35.7085544,-099.7415716,2022,2021-2022,0.115276156211849,2.61877137342066
3560,40, , ,18780, ,4018780,Mangum Public Schools,00,KG,12,G5420, ,E,1017529979,1022903,+34.9251478,-099.6293698,2022,2021-2022,0.100482464710694,3.07912018397845
3561,40, , ,27060, ,4027060,Sayre Public Schools,00,PK,12,G5420, ,E,706570404,1419443,+35.2980777,-099.6582544,2022,2021-2022,0.0701536959502391,2.25601032248472
3562,40, , ,11040, ,4011040,Erick Public Schools,00,KG,12,G5420, ,E,696550996,342574,+35.1669364,-099.8656892,2022,2021-2022,0.0689492871285893,1.82855440369153
3563,40, , ,29310, ,4029310,Sweetwater Public Schools,00,PK,12,G5420, ,E,498023907,357509,+35.4136603,-099.9026897,2022,2021-2022,0.0494552468676375,1.14666631129534
3564,40, , ,19800, ,4019800,Merritt Public Schools,00,PK,12,G5420, ,E,625213102,2947497,+35.3139232,-099.4807498,2022,2021-2022,0.0622585204725965,2.02149254242031
3565,40, , ,22830, ,4022830,Oktaha Public Schools,00,PK,12,G5420, ,E,174610157,1469082,+35.6040779,-095.4172103,2022,2021-2022,0.0175131366565893,1.04131249764549
3566,40, , ,32130, ,4032130,Webbers Falls Public Schools,00,PK,12,G5420, ,E,217427264,13776287,+35.4904180,-095.1729784,2022,2021-2022,0.0229653768783464,0.853447558120254
3567,40, , ,08370, ,4008370,Collinsville Public Schools,00,PK,12,G5420, ,E,164811176,631204,+36.3751530,-095.8378889,2022,2021-2022,0.0166146984649913,0.880699972158836
3568,40, , ,09750, ,4009750,Depew Public Schools,00,PK,12,G5420, ,E,333308479,5049861,+35.7796525,-096.5466805,2022,2021-2022,0.033727689363559,0.956745372864164
3569,40, , ,03810, ,4003810,Beggs Public Schools,00,PK,12,G5420, ,E,439420161,2131395,+35.7336670,-096.1047292,2022,2021-2022,0.0439882635751019,1.25029142060002
3570,40, , ,14370, ,4014370,Henryetta Public Schools,00,PK,12,G5420, ,E,123934362,1198692,+35.4293503,-095.9803130,2022,2021-2022,0.0124198006681127,0.783395689387229
3571,40, , ,22800, ,4022800,Okmulgee Public Schools,00,PK,12,G5420, ,E,194498245,5071297,+35.6018414,-096.0212834,2022,2021-2022,0.0198511968951607,1.00514831053476
3572,40, , ,27090, ,4027090,Schulter Public Schools,00,PK,12,G5420, ,E,68297723,145574,+35.5233199,-095.9384229,2022,2021-2022,0.00680061428715817,0.509254006388775
3573,40, , ,06120, ,4006120,Cache Public Schools,00,PK,12,G5420, ,E,705333412,2616467,+34.6978424,-098.6392806,2022,2021-2022,0.0696413191112697,1.61763713214865
3574,40, , ,12630, ,4012630,Geronimo Public Schools,00,PK,12,G5420, ,E,216052321,671482,+34.4863349,-098.3731545,2022,2021-2022,0.0212695346217515,1.08840080275207
3575,40, , ,15420, ,4015420,Indiahoma Public Schools,00,PK,12,G5420, ,E,317704280,731161,+34.6229457,-098.7688653,2022,2021-2022,0.0313012325475484,1.04440751764373
3576,40, , ,32010, ,4032010,Wayne Public Schools,00,PK,12,G5420, ,E,468792299,9770630,+34.9007588,-097.2554843,2022,2021-2022,0.0471998017626447,1.72730841138615
3577,40, , ,25230, ,4025230,Purcell Public Schools,00,PK,12,G5420, ,E,104780489,3030717,+35.0112057,-097.3964109,2022,2021-2022,0.0106475909583423,0.495974322849703
3578,40, , ,31710, ,4031710,Washington Public Schools,00,KG,12,G5420, ,E,246225071,2816225,+35.0613973,-097.4922755,2022,2021-2022,0.0246087965888364,1.04836173782994
3579,40, , ,32070, ,4032070,Weatherford Public Schools,00,PK,12,G5420, ,E,398189782,363374,+35.5329192,-098.7385709,2022,2021-2022,0.0396059925826648,1.13110276404669
